"t","smMHz","memMHz","powerW","tempC","utilPct","swPowerCap","hwSlowdown","hwThermal","swThermal","hwPowerBrake"
"103.1","2280","9601","124.85","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"103.44","2310","9601","124.75","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"103.76","2295","9601","124.99","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"104.09","2280","9601","124.84","71","100","Active","Not Active","Not Active","Not Active","Not Active"
"104.44","2310","9601","124.84","71","100","Active","Not Active","Not Active","Not Active","Not Active"
"104.75","2280","9601","125.03","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"105.06","2280","9601","124.72","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"105.4","2400","9601","124.74","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"105.7","2295","9601","124.52","72","91","Active","Not Active","Not Active","Not Active","Not Active"
"106.01","2280","9601","124.84","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"106.31","2280","9601","124.74","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"106.65","2310","9601","126.15","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"106.95","2310","9601","124.78","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"107.26","2280","9601","124.78","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"107.56","2280","9601","124.94","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"107.88","2280","9601","124.95","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"108.19","2280","9601","124.79","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"108.49","2295","9601","124.79","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"108.8","2265","9601","125.11","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"109.12","2280","9601","124.85","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"109.44","2295","9601","124.76","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"109.75","2325","9601","124.46","73","91","Active","Not Active","Not Active","Not Active","Not Active"
"110.06","2280","9601","124.76","73","100","Active","Not Active","Not Active","Not Active","Not Active"
"110.38","2280","9601","124.67","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"110.71","2295","9601","125.31","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"111.03","2280","9601","124.8","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"111.34","2265","9601","125.02","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"111.66","2295","9601","124.79","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"111.98","2265","9601","124.85","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"112.31","2295","9601","124.81","71","100","Active","Not Active","Not Active","Not Active","Not Active"
"112.63","2310","9601","124.98","71","100","Active","Not Active","Not Active","Not Active","Not Active"
"112.95","2280","9601","124.93","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"113.26","2280","9601","124.82","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"113.57","2310","9601","124.78","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"113.88","2265","9601","124.99","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"114.2","2280","9601","124.83","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"114.52","2280","9601","124.85","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"114.84","2265","9601","125.05","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"115.15","2280","9601","124.79","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"115.47","2295","9601","124.94","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"115.77","2280","9601","124.96","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"116.11","2280","9601","124.79","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"116.43","2295","9601","124.99","73","100","Active","Not Active","Not Active","Not Active","Not Active"
"116.74","2280","9601","124.81","73","100","Active","Not Active","Not Active","Not Active","Not Active"
"117.06","2265","9601","124.74","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"117.37","2280","9601","124.87","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"117.68","2310","9601","123.43","73","92","Active","Not Active","Not Active","Not Active","Not Active"
"117.99","2280","9601","124.91","73","100","Active","Not Active","Not Active","Not Active","Not Active"
"118.3","2280","9601","124.71","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"118.62","2280","9601","124.5","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"118.94","2280","9601","124.84","73","100","Active","Not Active","Not Active","Not Active","Not Active"
"119.24","2280","9601","124.76","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"119.56","2295","9601","124.76","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"119.88","2280","9601","125.06","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"120.19","2280","9601","124.77","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"120.53","2280","9601","124.73","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"120.86","2265","9601","124.76","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"121.17","2280","9601","124.81","72","100","Active","Not Active","Not Active","Not Active","Not Active"
"121.48","2280","9601","124.86","72","100","Active","Not Active","Not Active","Not Active","Not Active"
